Blog	four	looking	second	here	reported	k	music	until	example	want	feature	series	re	written	wasn	service	project	tech	saying	release	best	country	asked	much	life	things	had	possible	right	old	fox	continue	o	support	happy	offer	back	inside	time	leave	team	love	working	such	data	years	didn	internet	million	quite	open	city	future	san	turned	say	take	drive	ways	going	where	many	wants	photos	technology	being	around	world	power	industry	favorite	image	her	site	am	original	tv	th	large	small	past	hours	experience	social	via	company	science	states	its	always	found	really	major	number	guess	self	also	play	cover	set	see	movie	let	whole	community	recent	person	using	readers	couple	d	link	line	us	ago	land	age	came	having	results	young	send	try	video	great	makes	tools	next	process	high	doing	books	could	put	start	system	haven	face	fact	should	hope	means	stuff	email	ve	off	less	paul	web	five	become	does	problem	worth	told	work	interview	after	order	office	then	them	network	created	another	john	do	away	com	easy	voice	hand	photo	thanks	night	security	comments	marketing	post	months	way	true	reality	update	together	p	change	market	live	car	write	use	remember	still	non	january	space	shows	care	friend	than	online	america	only	between	article	comes	learning	language	these	media	thinking	real	read	early	business	lot	building	since	month	very	family	ask	help	soon	actually	event	american	pretty	during	x	close	won	probably	both	whatever	else	lives	look	while	smart	ready	used	game	computer	doesn	e	youtube	go	facebook	products	camera	started	meet	links	software	including	front	times	final	need	able	based	course	she	state	key	police	well	reasons	martin	page	twitter	home	monday	he	piece	star	amp	companies	across	even	ever	never	luther	call	tell	give	answer	president	before	personal	better	went	side	content	isn	user	features	matter	seen	don	m	stop	bad	said	against	appeared	three	website	make	left	human	yet	save	deal	popular	down	digital	weekend	daily	finally	me	did	run	making	may	man	maybe	talk	nbsp	group	interesting	living	thing	think	little	anyone	were	especially	shot	show	behind	get	morning	enough	reading	jr	according	mark	those	sound	different	pay	same	speech	money	images	users	videos	again	important	u	public	search	published	two	hour	share	needs	maps	coming	through	good	everyone	house	hard	idea	done	least	part	believe	b	built	build	most	please	mean	point	simple	create	meeting	understand	fun	itself	spent	spend	big	bit	google	often	forward	single	giving	others	private	something	ll	day	text	taking	almost	helped	center	thought	latest	add	happens	buy	brand	minutes	special	under	every	would	phone	must	keep	end	writing	each	got	free	wanted	days	already	top	too	took	talking	though	watch	amazon	despite	report	full	news	several	everything	donald	no	focus	cool	level	posts	says	goes	today	trump	information	happened	name	turn	place	white	any	ideas	sure	later	hear	review	come	case	myself	someone	events	week	without	blog	oh	racist	chinese	follow	program	woman	far	list	ten	design	version	rather	short	might	health	feel	story	store	king	kind	nothing	his	him	wrote	art	recently	attention	questions	customers	question	long	called	nice	once	find	apple	app	few	women	six	instead	light	looks	product	related	our	york	conversation	which	who	why	words	view	stories	job	last	gets	book	know	because	lead	getting	own	friends	apps	made	whether	other
ThinkProgress	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	1	0	2	6	0	0	0	0	0	0	1	1	4	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	3	1	0	1	0	0	0	2	2	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	5	0	0	0	0	0	2	0	0	22	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0
blog maverick	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	4	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	4	0	2	0	3	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	1	1	0	4	3	0	0	0	0	0	0	0	0	0	3	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
Blog News	1	1	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	4	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	2	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	2	1	0	2	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0	1	0	0	2	1	0	0	0	0	0	0	1	2	2	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	3	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	2	0	0	0	1	0	0	1	0	0	2	0	1
plasticbag.org	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	1	5	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	1	0	0	0	0	1	2	0	0	1	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	1	0	0
43 Folders	5	2	8	28	1	2	0	15	0	26	1	0	48	16	2	3	3	0	11	0	14	0	1	37	32	55	26	5	24	10	0	4	1	3	6	2	25	2	46	5	2	15	7	6	3	16	8	3	0	5	4	0	8	2	3	21	10	0	5	7	20	20	3	0	3	17	10	13	7	1	10	0	17	2	14	2	4	1	3	2	8	4	4	1	1	2	0	0	9	20	1	77	4	9	4	9	27	6	3	3	18	1	17	4	0	2	8	8	2	7	45	2	3	21	3	1	0	1	11	2	2	3	18	14	14	5	5	3	2	0	16	1	24	3	11	4	3	5	9	16	20	11	27	11	40	13	16	0	10	4	12	5	15	5	6	59	9	10	8	0	25	22	4	0	10	15	74	7	17	5	4	3	2	13	5	0	0	0	2	4	36	9	2	4	3	0	13	1	8	3	3	11	6	20	9	6	1	0	27	5	36	1	1	22	3	4	5	6	0	24	2	5	19	43	4	8	39	3	5	2	29	4	9	30	5	14	4	2	11	2	4	2	10	8	8	13	7	2	5	10	4	8	6	2	0	18	3	0	21	1	0	0	2	2	2	1	8	3	3	0	21	1	2	2	29	0	2	0	24	2	0	4	4	6	1	39	0	1	11	2	0	50	26	26	0	3	17	4	2	0	13	4	27	2	4	1	0	0	2	8	1	46	47	11	6	14	4	0	3	1	45	2	4	6	2	2	2	9	0	0	4	6	82	13	6	11	15	7	14	22	1	0	2	12	33	31	28	14	16	8	2	4	2	50	7	15	13	0	0	3	27	1	7	3	9	0	5	0	5	0	10	13	0	1	0	1	10	4	4	4	0	1	7	26	8	2	16	6	10	11	17	9	6	2	2	41	16	7	21	7	0	0	14	3	6	2	2	25	7	2	19	1	6	3	4	4	23	37	16	4	1	13	2	0	10	0	1	3	5	1	7	5	20	12	20	1	1	10	7	4	13	2	8	5	7	13	2	14	2	4	2	6	1	1	0	7	1	2	12	1	37	3	3	3	2	13	10	13	0	6	2	3	5	7	0	38	3	10	5	8	1	5	3	8	7	2	11	12	5	3	0	0	0	0	2	7	3	2	10	3	8	3	16	2	7	6	0	0	9	7	28	12	2	3	1	9	0	3	3	21	3	15	4	10	1	8	13	0	4	4	1	3	4	3	35	1	1	45	70	32	1	4	2	19	13	13	25	40	57	2	11	13	5	5	28	14	22
Autoblog	0	3	1	9	0	0	0	0	0	0	1	0	2	0	0	0	0	10	0	0	0	0	0	1	0	0	0	3	0	1	0	37	0	0	0	1	9	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	1	1	3	1	0	0	0	0	10	0	0	1	3	0	0	0	0	0	0	10	1	1	0	0	0	0	0	0	0	0	0	2	11	0	4	0	0	0	0	0	0	0	0	0	39	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	7	0	4	0	2	0	1	0	39	0	8	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39	2	0	0	0	0	0	3	0	3	1	0	0	4	0	39	0	4	0	0	0	3	0	0	2	0	1	0	0	0	1	0	1	1	0	3	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	6	1	0	3	0	0	0	0	0	1	0	7	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	39	1	0	0	0	1	3	0	0	3	0	5	0	0	4	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	1	0	0	35	0	1	0	0	39	0	0	0	0	0	0	0	1	0	0	1	0	9	1	0	5	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	1	0	0	39	0	0	1	0	0	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	6	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	41	0	0	2	0	0	0	0	0	0	2	3	0	0	0	0	3	0	0	0	0	0	3
Gigaom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0
ScienceBlogs	1	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	1	1	1	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	3	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	1	0	0	0	1	0	0	2	1	2	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Google Blogoscoped	0	0	1	2	0	0	0	0	0	2	2	0	5	0	0	6	0	1	0	2	4	0	1	4	0	1	3	1	1	0	0	0	0	0	0	0	3	0	4	1	0	2	2	0	0	1	0	0	0	0	2	0	1	0	1	0	1	0	0	2	1	0	0	0	1	0	2	1	0	0	0	0	0	4	1	0	0	0	0	1	2	0	0	0	2	0	0	0	1	2	0	0	0	5	0	0	2	0	0	1	4	0	2	0	0	0	0	4	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	4	0	1	0	4	3	0	0	0	0	0	1	0	0	0	0	3	4	0	0	2	0	3	0	0	1	0	1	1	1	0	0	1	0	2	0	1	1	0	0	1	0	1	1	1	1	0	3	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	2	2	0	2	0	1	1	1	0	2	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	1	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	2	4	0	1	0	0	0	0	3	0	0	0	0	1	1	0	1	2	0	1	0	4	2	0	0	2	0	0	0	1	3	1	0	1	0	0	0	1	0	0	0	0	4	1	1	0	1	0	1	0	0	7	0	1	1	0	0	1	1	1	0	1	0	5	0	0	1	0	0	0	3	2	2	0	1	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	4	0	0	3	0	0	0	1	1	0	0	1	0	0	0	0	0	28	1	0	1	0	1	0	2	6	3	1	0	0	0	0	0	0	3	2	0	0	0	0	0	1	11	4	0	0	0	0	3	0	2	0	0	1	1	2	1	0	3	0	0	0	0	2	1	1	0	0	6	0	0	0	1	1	1	1	0	0	0	2	0	2	0	3	0	0	2	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	0	4	1	1	1	1	3	0	4	1	0	0	0	0	0	0	0	3	0	0	5	5	0	0	2	0	0	0	0	0	2	5	0	0	0	1	6	2	1	4
Deadspin	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	1	2	0	0	1	2	0	0	0	0	0	1	0	3	0	3	0	0	0	0	1	2	0	0	1	2	2	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	3	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	1	3	1	0	1	0	0	0	0	0	0	0	0	5	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	1	0	2	0	2	2	1	0	1	0	0	2	0	1	0	24	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	2	0	1	0	0	5	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	2	1	0	0	2	2	1	0	0	1	0	0	1	1	0	4	9	0	0	0	0	0	1	0	1	0	1	0	2	0	0	1	0	1	4	1	0	0	0	0	0	1	2	1	0	0	1	2	1	4	0	1	1	0	0	1	1	0	11	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	1	3	0	3	0	1	0	0	4	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	2	2	1	0	0	0	0	1	0	4	2	1	0	0	0	3	0	0	8	0	0	0	2	1	3	2	0	0	1	0	0	0	1	0	1	0	0	4	0	0	0	0	0	2	4	0	0	2	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	7	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	2	0	2	4	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	3	1	1	2	2	0	0	3	1	0
The Dish	0	2	0	2	0	1	0	0	4	1	0	0	2	0	0	0	0	0	1	0	0	0	0	2	1	3	4	1	0	3	0	1	1	2	0	1	3	0	6	1	0	7	0	0	0	11	3	2	1	1	2	0	0	0	0	1	1	0	0	2	0	3	0	1	0	0	4	7	0	0	2	0	1	2	2	1	1	0	0	0	3	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	7	0	1	0	0	3	2	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	3	1	3	4	0	0	3	3	0	1	0	0	1	1	0	1	1	1	3	0	2	0	0	7	0	0	2	2	1	3	0	1	0	1	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	1	1	2	0	0	0	1	0	1	4	0	2	3	1	0	0	0	1	5	0	0	1	9	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	1	1	2	0	0	1	0	3	0	0	0	0	1	0	1	0	0	3	0	0	2	1	0	1	0	1	0	1	2	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	3	2	0	0	0	0	4	0	2	0	0	0	0	1	1	1	1	2	1	0	2	1	0	0	0	0	4	1	0	1	4	1	0	1	0	2	0	0	1	0	0	0	1	1	1	0	0	11	2	0	0	1	1	1	2	0	0	0	1	1	1	2	2	1	0	0	0	1	2	2	1	3	0	2	0	2	0	1	0	2	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	4	0	0	2	1	3	0	2	3	0	0	0	0	5	3	0	0	2	0	0	1	0	1	0	0	2	0	0	2	1	1	0	1	1	0	3	9	0	1	1	0	1	2	2	0	0	0	0	0	0	2	1	1	0	0	1	3	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	6	0	0	0	4	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	2	6	1	0	0	1	0	0	0	0	0	0	0	1	3	1	1	0	3	0	0	0	2	11	0	1	1	4	0	1	0	2	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	2	5	3	4	2	0	1	3	0	3	6	1	0	0	1	1	0	2	0	2
